Pm2.5,Pm10,No2,So2,Co,Aqi,Date,City
19.12,192.94,44.12,15.24,8.54,451,2014-09-16,Los Angeles
28.06,57.02,92.68,5.56,1.02,77,2014-09-17,Los Angeles
105.02,217.84,54.77,40.31,8.97,377,2014-09-18,Los Angeles
179.38,289.27,71.66,30.93,2.96,278,2014-09-19,Los Angeles
161.69,135.7,83.26,25.55,0.33,41,2014-09-20,Los Angeles
20.9,164.51,70.86,11.66,8.99,154,2014-09-21,Los Angeles
40.21,145.31,39.05,41.99,5.74,411,2014-09-22,Los Angeles
68.51,56.3,82.04,43.54,7.27,410,2014-09-23,Los Angeles
27.88,114.97,27.43,11.63,4.06,247,2014-09-24,Los Angeles
126.34,251.28,22.82,49.12,4.37,36,2014-09-25,Los Angeles
75.19,134.92,96.69,4.04,5.4,26,2014-09-26,Los Angeles
73.43,254.9,31.55,27.82,6.29,243,2014-09-27,Los Angeles
14.94,242.07,24.75,39.55,6.27,235,2014-09-28,Los Angeles
166.74,258.48,90.74,24.32,2.02,312,2014-09-29,Los Angeles
118.9,127.08,52.95,8.09,2.84,478,2014-09-30,Los Angeles
15.6,171.0,54.93,30.58,1.1,87,2014-10-01,Los Angeles
26.55,178.21,83.93,32.68,5.17,163,2014-10-02,Los Angeles
94.32,137.5,98.06,19.22,4.57,420,2014-10-03,Los Angeles
181.98,222.38,93.45,35.78,9.26,145,2014-10-04,Los Angeles
188.87,41.37,63.91,28.18,1.78,356,2014-10-05,Los Angeles
10.93,265.36,47.14,26.88,4.91,8,2014-10-06,Los Angeles
107.63,136.41,48.5,3.94,6.44,43,2014-10-07,Los Angeles
14.1,163.9,80.45,25.7,5.38,258,2014-10-08,Los Angeles
131.72,274.87,88.1,44.29,9.65,376,2014-10-09,Los Angeles
70.39,128.71,55.7,49.75,9.93,424,2014-10-10,Los Angeles
141.71,174.59,54.71,7.56,2.76,293,2014-10-11,Los Angeles
73.03,60.39,88.42,34.23,7.67,11,2014-10-12,Los Angeles
43.42,149.97,92.76,21.8,7.99,111,2014-10-13,Los Angeles
104.41,268.6,26.06,13.53,3.96,240,2014-10-14,Los Angeles
62.42,276.35,69.64,9.68,5.53,168,2014-10-15,Los Angeles
104.66,125.32,41.34,32.82,1.14,81,2014-10-16,Los Angeles
183.48,247.37,50.12,47.01,0.88,74,2014-10-17,Los Angeles
102.23,230.15,77.01,35.84,9.39,289,2014-10-18,Los Angeles
95.99,170.34,39.38,38.14,2.04,498,2014-10-19,Los Angeles
114.4,59.45,66.02,11.76,1.54,21,2014-10-20,Los Angeles
15.06,276.33,76.4,45.33,6.37,261,2014-10-21,Los Angeles
20.32,52.23,98.39,6.48,0.22,178,2014-10-22,Los Angeles
80.46,89.12,44.88,12.46,0.35,133,2014-10-23,Los Angeles
137.1,123.0,71.71,33.22,6.17,322,2014-10-24,Los Angeles
76.92,119.56,68.73,37.79,6.18,274,2014-10-25,Los Angeles
31.31,282.06,7.4,25.46,7.39,134,2014-10-26,Los Angeles
110.47,250.72,49.53,13.77,2.79,97,2014-10-27,Los Angeles
162.64,116.53,16.97,21.28,2.4,97,2014-10-28,Los Angeles
135.28,82.59,67.87,15.01,2.94,322,2014-10-29,Los Angeles
190.45,39.05,94.75,21.97,6.85,124,2014-10-30,Los Angeles
32.79,178.54,37.28,35.39,8.82,76,2014-10-31,Los Angeles
113.75,226.32,13.3,15.38,7.09,11,2014-11-01,Los Angeles
34.3,236.36,66.56,30.78,5.45,122,2014-11-02,Los Angeles
81.93,267.89,43.01,12.34,9.45,498,2014-11-03,Los Angeles
140.21,65.16,19.47,14.43,8.97,42,2014-11-04,Los Angeles
92.57,93.68,90.31,47.83,5.89,96,2014-11-05,Los Angeles
102.96,99.51,34.67,14.32,5.43,306,2014-11-06,Los Angeles
12.53,75.37,91.34,22.66,2.35,164,2014-11-07,Los Angeles
167.03,57.05,44.46,41.38,5.65,251,2014-11-08,Los Angeles
177.43,160.06,93.99,32.06,3.12,248,2014-11-09,Los Angeles
118.23,42.56,14.48,14.32,2.55,396,2014-11-10,Los Angeles
185.76,96.58,88.11,40.08,6.03,227,2014-11-11,Los Angeles
141.17,269.66,37.38,24.79,9.81,336,2014-11-12,Los Angeles
71.09,211.17,53.0,31.78,5.45,159,2014-11-13,Los Angeles
68.15,134.79,41.05,48.39,9.04,18,2014-11-14,Los Angeles
45.98,73.85,13.57,8.76,9.45,245,2014-11-15,Los Angeles
107.72,285.55,50.32,18.2,4.36,9,2014-11-16,Los Angeles
198.89,276.98,66.3,7.74,0.72,64,2014-11-17,Los Angeles
32.41,190.48,47.65,2.29,7.43,341,2014-11-18,Los Angeles
148.61,108.59,25.84,30.16,2.7,77,2014-11-19,Los Angeles
95.36,36.49,24.27,12.06,3.03,161,2014-11-20,Los Angeles
166.03,165.08,92.69,6.22,2.62,84,2014-11-21,Los Angeles
165.87,251.45,39.4,23.12,5.91,157,2014-11-22,Los Angeles
38.23,59.62,38.54,3.75,4.07,244,2014-11-23,Los Angeles
105.18,229.97,71.45,10.13,5.55,395,2014-11-24,Los Angeles
45.49,265.74,80.38,13.55,7.6,213,2014-11-25,Los Angeles
80.29,214.95,47.94,24.6,2.87,13,2014-11-26,Los Angeles
137.64,20.59,29.91,47.51,2.37,363,2014-11-27,Los Angeles
16.53,134.26,58.97,27.85,8.94,239,2014-11-28,Los Angeles
121.75,266.08,62.69,26.57,9.28,55,2014-11-29,Los Angeles
159.91,58.13,53.27,5.96,6.97,374,2014-11-30,Los Angeles
32.1,287.36,37.3,44.98,8.75,186,2014-12-01,Los Angeles
189.36,185.66,28.21,18.92,9.32,293,2014-12-02,Los Angeles
91.14,72.08,69.34,44.88,5.09,470,2014-12-03,Los Angeles
10.6,24.48,99.12,15.73,6.95,250,2014-12-04,Los Angeles
141.43,210.16,95.69,31.38,2.33,121,2014-12-05,Los Angeles
65.38,255.23,38.09,4.97,1.18,447,2014-12-06,Los Angeles
167.79,295.4,42.22,23.74,5.29,187,2014-12-07,Los Angeles
165.0,116.9,7.07,27.99,5.34,178,2014-12-08,Los Angeles
102.1,173.0,49.8,41.78,6.74,461,2014-12-09,Los Angeles
117.51,46.72,79.25,43.43,5.99,179,2014-12-10,Los Angeles
78.88,214.58,8.03,25.07,6.0,39,2014-12-11,Los Angeles
106.61,271.07,24.04,41.91,3.45,493,2014-12-12,Los Angeles
147.6,214.28,17.0,46.96,0.54,393,2014-12-13,Los Angeles
179.56,212.86,44.47,36.8,9.22,18,2014-12-14,Los Angeles
163.05,174.45,91.98,18.21,5.55,164,2014-12-15,Los Angeles
49.94,282.52,45.98,30.7,3.92,100,2014-12-16,Los Angeles
70.38,158.9,28.73,36.39,2.26,485,2014-12-17,Los Angeles
183.25,26.33,50.58,28.7,1.03,458,2014-12-18,Los Angeles
126.43,75.36,33.08,29.43,0.61,342,2014-12-19,Los Angeles
40.15,86.5,78.06,22.23,6.03,371,2014-12-20,Los Angeles
31.5,214.27,20.31,39.24,1.21,56,2014-12-21,Los Angeles
25.58,243.99,34.83,39.38,4.33,437,2014-12-22,Los Angeles
43.4,176.67,56.82,42.57,3.39,229,2014-12-23,Los Angeles
86.6,147.99,69.06,13.9,8.3,78,2014-12-24,Los Angeles
192.99,88.23,97.31,28.49,5.12,17,2014-12-25,Los Angeles
137.73,30.88,6.14,36.49,5.61,138,2014-12-26,Los Angeles
98.84,186.7,59.53,12.7,1.12,395,2014-12-27,Los Angeles
54.19,77.77,57.79,19.81,9.89,480,2014-12-28,Los Angeles
143.99,293.61,81.69,9.47,3.48,25,2014-12-29,Los Angeles
58.9,143.59,20.17,14.15,7.43,427,2014-12-30,Los Angeles
52.56,20.36,34.67,6.64,6.76,189,2014-12-31,Los Angeles
59.2,255.31,87.72,8.01,0.9,340,2015-01-01,Los Angeles
199.22,176.17,42.14,30.58,5.51,315,2015-01-02,Los Angeles
44.29,105.34,42.18,14.67,9.92,252,2015-01-03,Los Angeles
23.62,255.96,36.82,47.92,0.53,139,2015-01-04,Los Angeles
115.09,285.01,71.03,36.62,5.34,156,2015-01-05,Los Angeles
83.98,245.0,94.35,19.92,0.33,341,2015-01-06,Los Angeles
102.36,171.76,8.66,22.53,9.64,422,2015-01-07,Los Angeles
27.07,246.74,58.77,19.92,8.38,426,2015-01-08,Los Angeles
165.63,174.15,73.5,6.39,3.72,36,2015-01-09,Los Angeles
101.8,183.3,90.0,7.03,9.01,153,2015-01-10,Los Angeles
94.46,113.8,60.29,4.61,3.66,364,2015-01-11,Los Angeles
63.07,116.48,87.39,7.09,2.9,341,2015-01-12,Los Angeles
98.94,55.14,8.41,12.19,6.66,453,2015-01-13,Los Angeles
134.9,64.57,71.96,44.22,8.62,110,2015-01-14,Los Angeles
198.71,136.22,49.32,39.17,0.85,330,2015-01-15,Los Angeles
143.15,150.44,54.12,49.26,6.52,378,2015-01-16,Los Angeles
102.15,73.17,22.45,31.86,0.42,402,2015-01-17,Los Angeles
127.44,255.01,29.02,22.22,4.31,473,2015-01-18,Los Angeles
155.99,96.82,44.07,7.08,0.84,140,2015-01-19,Los Angeles
124.44,262.28,37.94,38.37,8.21,343,2015-01-20,Los Angeles
89.89,284.5,65.65,44.93,5.36,470,2015-01-21,Los Angeles
63.31,184.76,49.89,45.15,4.15,63,2015-01-22,Los Angeles
143.06,85.42,59.98,38.31,1.94,372,2015-01-23,Los Angeles
108.48,104.81,8.42,22.56,7.25,421,2015-01-24,Los Angeles
48.74,232.2,82.14,39.42,4.58,164,2015-01-25,Los Angeles
168.1,67.14,85.46,34.84,5.95,177,2015-01-26,Los Angeles
81.71,161.05,62.41,29.0,9.51,150,2015-01-27,Los Angeles
55.08,201.73,85.18,32.19,9.93,291,2015-01-28,Los Angeles
23.8,296.51,9.65,17.15,0.99,194,2015-01-29,Los Angeles
11.05,23.8,89.73,12.49,1.9,8,2015-01-30,Los Angeles
191.33,68.33,29.23,7.44,2.3,85,2015-01-31,Los Angeles
165.38,201.07,72.88,43.3,0.76,154,2015-02-01,Los Angeles
188.3,149.44,82.34,20.72,0.84,443,2015-02-02,Los Angeles
56.35,271.44,7.79,32.05,3.21,109,2015-02-03,Los Angeles
147.66,183.34,6.6,29.32,8.12,302,2015-02-04,Los Angeles
119.83,122.38,14.85,10.2,7.29,258,2015-02-05,Los Angeles
100.6,237.42,47.74,41.13,0.32,399,2015-02-06,Los Angeles
29.04,182.11,11.27,41.76,9.02,426,2015-02-07,Los Angeles
171.65,257.42,19.06,46.7,6.29,163,2015-02-08,Los Angeles
115.55,40.26,45.69,29.58,9.62,404,2015-02-09,Los Angeles
106.26,70.98,74.81,44.0,3.69,128,2015-02-10,Los Angeles
80.76,207.03,29.38,29.11,4.8,488,2015-02-11,Los Angeles
155.38,266.18,75.05,17.18,4.17,229,2015-02-12,Los Angeles
142.05,45.12,45.93,6.85,4.5,94,2015-02-13,Los Angeles
27.9,197.66,14.55,24.45,2.41,341,2015-02-14,Los Angeles
136.88,53.05,58.2,11.67,4.13,47,2015-02-15,Los Angeles
59.9,286.09,70.39,4.48,7.85,64,2015-02-16,Los Angeles
140.05,193.14,58.51,32.2,1.64,260,2015-02-17,Los Angeles
174.43,122.43,75.5,38.07,6.32,66,2015-02-18,Los Angeles
121.67,147.27,81.13,35.3,9.75,308,2015-02-19,Los Angeles
22.54,170.34,31.38,24.99,3.4,162,2015-02-20,Los Angeles
71.89,290.09,75.05,42.87,7.09,316,2015-02-21,Los Angeles
11.47,103.33,20.3,38.7,2.66,201,2015-02-22,Los Angeles
63.39,20.49,35.45,30.63,4.3,272,2015-02-23,Los Angeles
129.38,271.08,43.42,26.36,6.89,314,2015-02-24,Los Angeles
139.03,53.93,87.51,28.08,5.75,215,2015-02-25,Los Angeles
125.31,164.97,74.9,33.99,0.15,36,2015-02-26,Los Angeles
27.34,175.67,68.43,35.75,5.29,185,2015-02-27,Los Angeles
170.22,109.82,54.07,2.1,2.46,393,2015-02-28,Los Angeles
20.59,169.77,34.95,29.67,3.57,251,2015-03-01,Los Angeles
163.91,121.08,12.72,20.42,9.25,14,2015-03-02,Los Angeles
39.42,244.64,23.18,10.22,8.34,92,2015-03-03,Los Angeles
115.8,211.92,86.95,17.25,6.86,253,2015-03-04,Los Angeles
91.68,60.89,76.59,19.6,2.34,176,2015-03-05,Los Angeles
39.18,68.84,91.81,34.9,0.29,10,2015-03-06,Los Angeles
81.25,263.69,34.5,3.78,6.82,318,2015-03-07,Los Angeles
27.52,110.38,36.91,40.15,4.36,386,2015-03-08,Los Angeles
16.62,163.65,33.82,10.45,9.39,274,2015-03-09,Los Angeles
13.87,69.82,16.47,10.12,6.81,412,2015-03-10,Los Angeles
85.53,185.22,31.66,11.0,5.36,55,2015-03-11,Los Angeles
69.88,233.77,17.5,4.77,5.03,193,2015-03-12,Los Angeles
21.84,297.06,57.92,27.72,1.09,223,2015-03-13,Los Angeles
179.37,228.39,37.57,15.25,0.59,336,2015-03-14,Los Angeles
117.2,71.92,81.39,32.09,2.68,316,2015-03-15,Los Angeles
132.72,129.31,49.23,19.32,5.61,58,2015-03-16,Los Angeles
113.86,291.18,68.54,34.69,0.27,114,2015-03-17,Los Angeles
41.32,225.1,68.43,5.92,7.83,328,2015-03-18,Los Angeles
33.47,233.47,68.23,20.36,2.89,214,2015-03-19,Los Angeles
28.67,21.94,36.9,11.02,0.83,181,2015-03-20,Los Angeles
49.54,110.76,42.51,49.32,2.36,236,2015-03-21,Los Angeles
87.03,215.4,19.61,14.7,4.05,2,2015-03-22,Los Angeles
101.0,61.72,15.0,42.1,5.79,474,2015-03-23,Los Angeles
183.28,201.19,29.3,39.19,1.87,244,2015-03-24,Los Angeles
34.19,254.64,95.67,10.07,7.85,18,2015-03-25,Los Angeles
108.26,163.67,35.96,18.86,4.47,89,2015-03-26,Los Angeles
36.41,154.72,60.76,5.24,0.8,129,2015-03-27,Los Angeles
49.33,72.98,96.62,40.66,9.94,488,2015-03-28,Los Angeles
191.1,282.62,68.25,21.51,6.01,485,2015-03-29,Los Angeles
158.18,190.75,7.19,43.27,1.11,237,2015-03-30,Los Angeles
162.87,224.5,84.5,38.21,3.69,343,2015-03-31,Los Angeles
155.33,127.09,35.88,8.38,8.47,163,2015-04-01,Los Angeles
192.4,287.13,22.26,38.52,0.31,373,2015-04-02,Los Angeles
59.36,227.9,24.25,9.15,0.96,328,2015-04-03,Los Angeles
82.97,205.07,58.76,28.79,9.01,92,2015-04-04,Los Angeles
145.57,63.01,92.09,24.88,9.04,129,2015-04-05,Los Angeles
143.46,203.94,30.61,13.56,8.32,284,2015-04-06,Los Angeles
165.67,112.76,24.75,7.22,3.5,83,2015-04-07,Los Angeles
181.8,75.88,29.93,2.34,1.75,204,2015-04-08,Los Angeles
140.28,121.21,44.28,3.53,1.81,91,2015-04-09,Los Angeles
147.47,75.13,33.34,14.88,8.03,38,2015-04-10,Los Angeles
194.57,139.74,37.89,43.84,4.89,354,2015-04-11,Los Angeles
42.53,220.98,83.73,45.36,5.5,341,2015-04-12,Los Angeles
171.13,57.15,7.85,16.71,4.33,438,2015-04-13,Los Angeles
88.13,229.48,17.72,42.51,5.65,300,2015-04-14,Los Angeles
105.17,287.59,14.86,34.79,8.13,335,2015-04-15,Los Angeles
152.12,182.16,48.09,30.34,4.32,279,2015-04-16,Los Angeles
61.61,235.93,91.73,31.63,3.16,469,2015-04-17,Los Angeles
72.01,92.95,45.68,18.64,0.97,192,2015-04-18,Los Angeles
178.96,173.77,55.76,26.61,5.13,89,2015-04-19,Los Angeles
155.65,120.61,90.56,23.28,3.05,465,2015-04-20,Los Angeles
123.32,93.02,49.11,45.1,9.23,328,2015-04-21,Los Angeles
125.28,275.63,74.03,4.29,8.01,301,2015-04-22,Los Angeles
50.36,266.8,19.36,26.12,9.3,257,2015-04-23,Los Angeles
25.7,52.81,8.29,42.95,8.21,385,2015-04-24,Los Angeles
42.01,150.62,41.78,20.42,7.25,228,2015-04-25,Los Angeles
15.39,234.36,54.97,18.45,3.76,243,2015-04-26,Los Angeles
15.34,253.13,78.33,42.76,6.91,475,2015-04-27,Los Angeles
157.26,61.5,18.9,29.13,6.43,17,2015-04-28,Los Angeles
11.97,296.84,35.85,21.97,4.02,220,2015-04-29,Los Angeles
169.6,216.46,82.32,10.02,0.23,276,2015-04-30,Los Angeles
51.07,228.97,28.08,4.42,4.69,332,2015-05-01,Los Angeles
140.14,152.66,97.51,11.06,6.33,481,2015-05-02,Los Angeles
88.02,233.52,54.33,24.96,8.1,18,2015-05-03,Los Angeles
163.59,220.88,66.62,27.7,9.0,296,2015-05-04,Los Angeles
29.61,124.03,19.78,44.38,7.57,472,2015-05-05,Los Angeles
46.3,117.11,68.97,37.76,3.64,485,2015-05-06,Los Angeles
79.3,137.1,80.9,21.04,6.04,344,2015-05-07,Los Angeles
26.26,141.07,96.79,20.34,2.49,81,2015-05-08,Los Angeles
92.7,120.21,84.5,40.86,3.28,360,2015-05-09,Los Angeles
58.85,162.26,71.87,25.61,2.41,79,2015-05-10,Los Angeles
20.07,259.18,92.76,28.92,4.86,47,2015-05-11,Los Angeles
176.75,206.12,38.41,3.71,1.33,377,2015-05-12,Los Angeles
154.77,273.95,21.93,18.85,5.95,299,2015-05-13,Los Angeles
183.14,173.26,82.79,5.5,8.43,469,2015-05-14,Los Angeles
86.5,55.4,23.59,29.55,3.34,330,2015-05-15,Los Angeles
111.1,73.28,72.92,17.78,2.18,463,2015-05-16,Los Angeles
52.77,199.76,49.82,36.43,6.9,487,2015-05-17,Los Angeles
103.69,258.82,69.81,33.86,0.69,418,2015-05-18,Los Angeles
144.11,173.47,78.69,33.48,7.34,103,2015-05-19,Los Angeles
121.68,282.68,21.4,31.74,8.28,334,2015-05-20,Los Angeles
148.51,219.64,51.74,29.76,8.33,484,2015-05-21,Los Angeles
156.78,252.7,70.01,40.74,1.98,35,2015-05-22,Los Angeles
92.94,199.13,71.32,13.91,7.8,471,2015-05-23,Los Angeles
78.89,106.68,60.41,36.97,6.45,492,2015-05-24,Los Angeles
55.9,116.62,67.39,39.38,2.36,59,2015-05-25,Los Angeles
60.15,98.6,20.33,30.43,7.58,465,2015-05-26,Los Angeles
141.1,103.32,87.52,20.21,4.33,180,2015-05-27,Los Angeles
21.48,195.71,90.99,24.7,5.86,233,2015-05-28,Los Angeles
63.65,31.38,6.34,34.54,2.74,295,2015-05-29,Los Angeles
161.01,158.24,44.21,10.4,0.22,255,2015-05-30,Los Angeles
23.93,161.1,30.99,26.87,3.31,289,2015-05-31,Los Angeles
119.79,125.88,42.72,10.34,5.27,477,2015-06-01,Los Angeles
110.5,256.72,94.28,49.39,6.14,135,2015-06-02,Los Angeles
104.3,241.95,72.34,16.09,4.1,27,2015-06-03,Los Angeles
86.07,297.2,77.89,41.01,7.39,287,2015-06-04,Los Angeles
156.35,36.96,15.31,42.92,2.09,67,2015-06-05,Los Angeles
183.19,253.11,26.33,3.87,1.51,326,2015-06-06,Los Angeles
136.06,243.66,72.12,16.53,0.32,296,2015-06-07,Los Angeles
16.17,51.95,55.75,5.69,7.68,261,2015-06-08,Los Angeles
122.86,194.53,7.41,14.46,4.25,231,2015-06-09,Los Angeles
11.9,85.59,6.44,25.93,9.59,108,2015-06-10,Los Angeles
93.98,26.23,16.64,45.42,4.68,288,2015-06-11,Los Angeles
186.56,165.1,15.13,22.45,7.42,123,2015-06-12,Los Angeles
68.56,275.1,39.78,42.88,7.78,393,2015-06-13,Los Angeles
36.0,149.94,99.03,16.42,9.51,335,2015-06-14,Los Angeles
148.87,225.0,68.53,40.58,7.87,252,2015-06-15,Los Angeles
146.47,297.29,92.82,31.02,9.77,33,2015-06-16,Los Angeles
182.64,244.87,55.14,21.09,4.12,138,2015-06-17,Los Angeles
126.61,283.97,85.59,44.91,7.57,108,2015-06-18,Los Angeles
96.76,139.55,76.96,38.65,8.37,179,2015-06-19,Los Angeles
83.91,37.83,38.85,2.51,0.37,294,2015-06-20,Los Angeles
194.76,88.82,40.82,15.72,5.88,459,2015-06-21,Los Angeles
187.08,58.15,92.77,37.78,3.92,452,2015-06-22,Los Angeles
25.55,53.98,17.96,49.3,8.87,283,2015-06-23,Los Angeles
187.4,157.7,44.89,30.17,7.03,307,2015-06-24,Los Angeles
86.17,20.69,72.59,20.14,8.82,233,2015-06-25,Los Angeles
185.88,178.39,66.95,47.73,3.87,54,2015-06-26,Los Angeles
17.39,185.07,91.51,15.71,5.33,132,2015-06-27,Los Angeles
155.97,292.72,53.03,19.63,8.04,330,2015-06-28,Los Angeles
139.99,276.69,8.44,42.69,5.8,45,2015-06-29,Los Angeles
37.02,239.66,48.74,16.83,1.63,84,2015-06-30,Los Angeles
178.61,254.3,60.26,35.16,1.24,377,2015-07-01,Los Angeles
65.77,296.47,25.78,43.19,5.24,433,2015-07-02,Los Angeles
163.63,165.09,29.72,23.75,5.37,349,2015-07-03,Los Angeles
79.38,95.28,34.79,46.3,2.41,352,2015-07-04,Los Angeles
117.25,175.14,85.12,26.84,3.74,447,2015-07-05,Los Angeles
163.99,282.58,63.57,3.21,5.39,456,2015-07-06,Los Angeles
118.56,55.29,61.75,6.95,6.31,137,2015-07-07,Los Angeles
131.45,289.25,55.13,38.09,3.71,384,2015-07-08,Los Angeles
39.82,100.86,64.34,39.83,1.25,209,2015-07-09,Los Angeles
183.92,104.84,83.14,35.92,8.89,439,2015-07-10,Los Angeles
168.89,108.96,43.01,39.43,1.93,122,2015-07-11,Los Angeles
73.78,196.22,46.88,7.59,7.79,437,2015-07-12,Los Angeles
91.25,114.61,95.56,28.79,1.31,300,2015-07-13,Los Angeles
105.87,159.81,37.8,18.38,5.68,359,2015-07-14,Los Angeles
143.36,178.25,45.92,49.98,6.18,266,2015-07-15,Los Angeles
168.63,102.73,25.79,14.2,7.94,201,2015-07-16,Los Angeles
156.52,119.18,56.36,36.09,1.22,366,2015-07-17,Los Angeles
177.49,286.33,47.29,11.02,6.24,437,2015-07-18,Los Angeles
195.71,295.76,30.72,47.18,1.13,301,2015-07-19,Los Angeles
195.01,55.98,43.4,45.66,4.35,343,2015-07-20,Los Angeles
139.83,67.65,39.39,9.99,5.89,259,2015-07-21,Los Angeles
35.87,159.21,71.3,23.04,5.26,361,2015-07-22,Los Angeles
42.13,21.39,91.46,23.26,6.83,58,2015-07-23,Los Angeles
23.04,104.85,47.62,41.94,7.79,322,2015-07-24,Los Angeles
24.39,166.9,26.98,37.91,4.24,331,2015-07-25,Los Angeles
150.17,173.7,96.3,34.78,6.93,420,2015-07-26,Los Angeles
99.37,228.72,83.11,31.59,7.56,494,2015-07-27,Los Angeles
147.52,232.56,94.44,49.08,4.34,321,2015-07-28,Los Angeles
196.89,145.67,75.0,22.62,5.81,497,2015-07-29,Los Angeles
92.31,137.78,22.6,11.61,2.72,431,2015-07-30,Los Angeles
136.51,190.05,18.77,45.59,1.08,33,2015-07-31,Los Angeles
178.61,203.91,27.68,33.92,9.74,185,2015-08-01,Los Angeles
10.72,71.06,25.52,6.33,8.68,399,2015-08-02,Los Angeles
95.07,236.07,73.24,20.23,6.12,135,2015-08-03,Los Angeles
76.87,57.96,85.14,7.3,5.43,487,2015-08-04,Los Angeles
40.71,66.22,33.87,2.99,0.86,478,2015-08-05,Los Angeles
43.87,229.21,6.16,32.91,3.56,453,2015-08-06,Los Angeles
59.8,115.46,88.05,28.55,9.33,90,2015-08-07,Los Angeles
164.45,178.42,71.56,13.27,6.05,283,2015-08-08,Los Angeles
122.61,170.33,35.67,14.88,1.83,268,2015-08-09,Los Angeles
107.85,160.41,48.18,40.04,4.02,90,2015-08-10,Los Angeles
85.71,209.45,24.67,36.12,7.24,228,2015-08-11,Los Angeles
151.45,42.61,74.35,46.26,0.9,450,2015-08-12,Los Angeles
87.83,128.12,79.13,7.95,1.55,355,2015-08-13,Los Angeles
166.4,167.08,67.84,4.84,7.53,50,2015-08-14,Los Angeles
82.68,257.35,60.95,32.25,6.13,151,2015-08-15,Los Angeles
126.86,243.38,93.5,26.36,0.26,264,2015-08-16,Los Angeles
57.51,241.45,95.97,47.12,2.83,328,2015-08-17,Los Angeles
80.69,250.99,62.81,36.78,1.29,29,2015-08-18,Los Angeles
111.15,250.01,93.49,6.12,5.79,380,2015-08-19,Los Angeles
85.41,45.8,22.81,40.91,3.06,162,2015-08-20,Los Angeles
26.9,60.79,41.59,10.27,0.89,21,2015-08-21,Los Angeles
43.97,116.15,89.08,25.51,6.2,197,2015-08-22,Los Angeles
53.49,108.14,59.19,19.51,0.57,314,2015-08-23,Los Angeles
127.1,93.56,86.38,10.99,1.54,207,2015-08-24,Los Angeles
189.41,197.22,53.06,5.06,1.05,102,2015-08-25,Los Angeles
144.13,221.2,38.71,33.01,0.51,248,2015-08-26,Los Angeles
71.9,280.55,97.32,45.12,3.9,234,2015-08-27,Los Angeles
16.15,66.55,70.38,13.44,7.82,429,2015-08-28,Los Angeles
175.1,241.2,8.95,24.83,1.06,91,2015-08-29,Los Angeles
113.19,20.85,75.17,11.4,2.89,473,2015-08-30,Los Angeles
35.66,148.41,7.86,11.9,0.44,241,2015-08-31,Los Angeles
185.6,147.91,29.37,41.19,1.82,207,2015-09-01,Los Angeles
49.52,116.46,74.03,41.61,3.53,412,2015-09-02,Los Angeles
34.18,242.5,23.26,24.8,2.95,61,2015-09-03,Los Angeles
174.71,223.63,79.36,28.01,8.79,15,2015-09-04,Los Angeles
25.91,133.46,52.43,8.51,5.55,205,2015-09-05,Los Angeles
72.55,219.62,23.98,22.25,4.52,260,2015-09-06,Los Angeles
178.3,231.29,19.09,43.44,2.52,227,2015-09-07,Los Angeles
19.71,197.07,84.58,46.52,9.05,441,2015-09-08,Los Angeles
162.98,229.39,70.47,34.63,4.21,162,2015-09-09,Los Angeles
111.55,168.64,42.75,9.93,4.18,156,2015-09-10,Los Angeles
49.68,21.75,17.43,37.83,3.8,266,2015-09-11,Los Angeles
20.65,157.79,11.04,5.75,8.88,315,2015-09-12,Los Angeles
120.03,248.33,36.76,33.22,7.47,337,2015-09-13,Los Angeles
197.29,166.58,94.38,46.89,3.65,428,2015-09-14,Los Angeles
123.07,231.11,67.46,6.87,3.99,181,2015-09-15,Los Angeles
30.6,117.47,36.88,20.78,6.93,344,2015-09-16,Los Angeles
94.63,93.99,63.74,29.43,0.13,132,2015-09-17,Los Angeles
64.42,198.52,87.63,18.11,8.41,179,2015-09-18,Los Angeles
107.23,121.15,84.76,43.3,8.27,92,2015-09-19,Los Angeles
195.55,283.11,24.82,5.66,7.33,476,2015-09-20,Los Angeles
57.82,123.46,19.78,38.13,8.99,129,2015-09-21,Los Angeles
179.64,106.35,54.98,38.45,6.03,492,2015-09-22,Los Angeles
141.45,177.07,13.57,31.62,0.82,309,2015-09-23,Los Angeles
72.17,228.93,61.83,32.39,4.19,259,2015-09-24,Los Angeles
95.55,104.05,28.05,19.72,9.48,263,2015-09-25,Los Angeles
79.17,61.64,57.83,8.52,1.51,43,2015-09-26,Los Angeles
149.64,178.27,38.72,8.99,2.23,146,2015-09-27,Los Angeles
53.03,29.6,15.5,25.5,7.26,268,2015-09-28,Los Angeles
79.4,179.39,20.52,16.93,1.11,133,2015-09-29,Los Angeles
101.28,145.73,6.35,6.31,5.18,164,2015-09-30,Los Angeles
101.47,48.13,10.63,36.18,0.11,293,2015-10-01,Los Angeles
160.09,294.69,46.66,28.49,7.36,222,2015-10-02,Los Angeles
60.85,169.66,17.64,21.23,6.8,298,2015-10-03,Los Angeles
72.81,36.89,89.26,36.88,3.28,54,2015-10-04,Los Angeles
69.35,285.44,83.8,8.96,8.02,248,2015-10-05,Los Angeles
116.61,113.54,45.19,49.07,8.11,278,2015-10-06,Los Angeles
151.04,116.11,55.77,38.78,9.11,332,2015-10-07,Los Angeles
192.79,177.3,22.74,14.32,9.07,140,2015-10-08,Los Angeles
